City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
262,Coahuayana,MX,2021-10-28 23:15:27,18.7333,-103.6833,85.48,72,19,4.45,few clouds
263,Kandalaksha,RU,2021-10-28 23:15:28,67.162,32.4123,31.78,98,100,6.89,light snow
264,Isangel,VU,2021-10-28 23:12:58,-19.55,169.2667,81.09,72,29,7.7,scattered clouds
265,Sakaiminato,JP,2021-10-28 23:15:28,35.55,133.2333,62.53,59,75,12.66,broken clouds
266,Labuhan,ID,2021-10-28 23:15:29,-6.8844,112.2051,79.9,82,100,6.15,overcast clouds
267,Beringovskiy,RU,2021-10-28 23:15:29,63.05,179.3167,7.21,81,25,5.75,scattered clouds
268,Bayir,TR,2021-10-28 23:15:29,37.2687,28.2167,48.72,44,0,2.64,clear sky
269,Linares,CL,2021-10-28 23:13:26,-35.85,-71.6,71.85,33,0,4.94,clear sky
270,Aykhal,RU,2021-10-28 23:15:30,66.0,111.5,2.46,96,100,14.07,overcast clouds
271,Ipixuna,BR,2021-10-28 23:15:30,-1.7625,-48.8043,78.75,95,86,4.41,moderate rain
272,Hasaki,JP,2021-10-28 23:15:31,35.7333,140.8333,54.0,55,94,27.63,overcast clouds
273,Merauke,ID,2021-10-28 23:15:31,-8.4667,140.3333,83.14,69,87,7.7,overcast clouds
274,Cabedelo,BR,2021-10-28 23:12:03,-6.9811,-34.8339,79.47,73,72,14.32,broken clouds
275,George,ZA,2021-10-28 23:15:31,-33.963,22.4617,64.08,83,88,4.72,overcast clouds
276,Ossora,RU,2021-10-28 23:15:32,59.2353,163.0719,21.52,92,58,2.77,broken clouds
277,Novyy Urengoy,RU,2021-10-28 23:15:32,66.0833,76.6333,23.4,95,100,18.34,light snow
278,Umm Kaddadah,SD,2021-10-28 23:15:33,13.6017,26.6876,80.8,13,26,12.17,scattered clouds
279,Kyabe,TD,2021-10-28 23:15:33,9.4515,18.9449,76.93,66,45,1.25,scattered clouds
280,Santa Maria,BR,2021-10-28 23:15:33,-29.6842,-53.8069,68.16,64,6,7.52,clear sky
281,Berja,ES,2021-10-28 23:15:34,36.8469,-2.9497,62.13,77,71,3.94,broken clouds
282,Dongsheng,CN,2021-10-28 23:15:34,39.8161,109.9776,39.96,56,28,8.95,scattered clouds
283,Severo-Kurilsk,RU,2021-10-28 23:14:53,50.6789,156.125,42.58,95,100,7.11,moderate rain
284,Souillac,MU,2021-10-28 23:15:35,-20.5167,57.5167,73.36,83,20,8.05,few clouds
285,Yebaishou,CN,2021-10-28 23:15:35,41.3975,119.6408,45.39,59,96,3.36,overcast clouds
286,Saint-Philippe,RE,2021-10-28 23:15:35,-21.3585,55.7679,73.22,81,3,3.47,clear sky
287,Khatanga,RU,2021-10-28 23:15:36,71.9667,102.5,-10.91,97,98,9.08,overcast clouds
288,Aksu,CN,2021-10-28 23:15:36,41.1231,80.2644,47.79,41,94,3.71,overcast clouds
289,Mindelo,CV,2021-10-28 23:15:36,16.8901,-24.9804,76.55,73,20,23.02,few clouds
290,Blagoyevo,RU,2021-10-28 23:15:37,63.3667,47.9167,21.87,96,28,4.27,scattered clouds
291,Calderitas,MX,2021-10-28 23:15:37,18.55,-88.25,86.11,79,40,5.75,scattered clouds
292,Mmabatho,ZA,2021-10-28 23:15:38,-25.85,25.6333,60.73,83,89,5.37,overcast clouds
293,Arlit,NE,2021-10-28 23:15:38,18.7369,7.3853,83.75,12,17,8.43,few clouds
294,Akom,CM,2021-10-28 23:15:39,2.6678,12.7109,67.95,99,80,2.13,light rain
295,Nosy Varika,MG,2021-10-28 23:15:39,-20.5833,48.5333,66.65,82,100,11.79,overcast clouds
296,Te Anau,NZ,2021-10-28 23:12:15,-45.4167,167.7167,61.83,61,10,1.01,clear sky
297,Turkistan,KZ,2021-10-28 23:15:40,43.0,68.0,41.13,83,75,5.55,broken clouds
298,Mariinsk,RU,2021-10-28 23:15:40,56.2139,87.7472,33.24,45,100,11.97,overcast clouds
299,Mount Darwin,ZW,2021-10-28 23:15:40,-16.7725,31.5838,64.02,68,4,8.79,clear sky
300,Aasiaat,GL,2021-10-28 23:15:41,68.7098,-52.8699,21.51,96,100,12.77,snow
301,Pozhva,RU,2021-10-28 23:15:41,59.0912,56.0847,21.92,83,95,13.06,overcast clouds
302,Ciudad Bolivar,VE,2021-10-28 23:15:42,8.1222,-63.5497,79.75,79,97,1.36,overcast clouds
303,Suba,PH,2021-10-28 23:15:42,10.8438,121.0102,83.14,74,100,19.77,overcast clouds
304,Dunedin,NZ,2021-10-28 23:15:42,-45.8742,170.5036,58.8,74,80,8.99,broken clouds
305,Vao,NC,2021-10-28 23:13:54,-22.6667,167.4833,71.29,69,0,12.17,clear sky
306,Ormara,PK,2021-10-28 23:15:43,25.2088,64.6357,78.73,62,0,8.37,clear sky
307,Taoudenni,ML,2021-10-28 23:15:43,22.6783,-3.9836,84.25,31,97,4.88,overcast clouds
308,Muncar,ID,2021-10-28 23:15:44,-8.4333,114.3333,78.62,88,100,0.43,overcast clouds
309,Olinda,BR,2021-10-28 23:15:44,-8.0089,-34.8553,80.33,69,75,11.5,broken clouds
310,Nyahururu,KE,2021-10-28 23:15:44,0.0421,36.3673,54.12,69,93,2.48,overcast clouds
311,Rawicz,PL,2021-10-28 23:15:44,51.6095,16.8585,46.53,79,10,1.01,clear sky
312,Aklavik,CA,2021-10-28 23:15:45,68.2191,-135.0107,27.43,96,76,2.55,broken clouds
313,Araouane,ML,2021-10-28 23:15:45,18.9048,-3.5265,82.9,24,79,10.98,broken clouds
314,Hualmay,PE,2021-10-28 23:15:45,-11.0964,-77.6139,65.39,79,63,10.45,broken clouds
315,Panama City,PA,2021-10-28 23:15:46,8.9936,-79.5197,84.38,72,75,2.3,broken clouds
316,Norman Wells,CA,2021-10-28 23:11:55,65.282,-126.8329,23.04,86,90,5.75,light snow
317,Slave Lake,CA,2021-10-28 23:15:46,55.2834,-114.769,44.58,49,90,2.3,overcast clouds
318,Brownsville,US,2021-10-28 23:11:27,25.9018,-97.4975,86.9,21,1,1.99,clear sky
319,Mount Gambier,AU,2021-10-28 23:13:25,-37.8333,140.7667,52.74,56,98,13.76,overcast clouds
320,Waingapu,ID,2021-10-28 23:13:00,-9.6567,120.2641,82.78,72,73,3.6,broken clouds
321,Mazamari,PE,2021-10-28 23:15:47,-11.3258,-74.5308,71.71,92,94,3.06,overcast clouds
322,Dennery,LC,2021-10-28 23:15:47,13.8996,-60.8879,82.49,78,20,2.3,haze
323,Gamba,GA,2021-10-28 23:15:48,-2.65,10.0,76.3,89,98,6.08,overcast clouds
324,Marrakesh,MA,2021-10-28 23:15:48,31.6315,-8.0083,62.67,67,40,5.75,scattered clouds
325,Bang Saphan,TH,2021-10-28 23:15:48,11.2126,99.5117,76.95,94,78,4.9,broken clouds
326,Tashara,RU,2021-10-28 23:15:49,55.5195,83.5094,32.23,48,100,14.25,overcast clouds
327,Hervey Bay,AU,2021-10-28 23:15:49,-25.2986,152.8535,82.51,72,29,17.05,scattered clouds
328,Dzaoudzi,YT,2021-10-28 23:15:50,-12.7887,45.2699,78.69,73,0,11.5,clear sky
329,Broken Hill,AU,2021-10-28 23:15:50,-31.95,141.4333,62.51,51,5,12.73,clear sky
330,Olafsvik,IS,2021-10-28 23:12:04,64.8945,-23.7142,42.17,86,89,31.29,light rain
331,Ozinki,RU,2021-10-28 23:15:51,51.1786,49.6769,39.7,54,100,7.72,overcast clouds
332,Roblin,CA,2021-10-28 23:15:51,51.23,-101.3565,45.59,46,0,12.33,clear sky
333,Wagrowiec,PL,2021-10-28 23:15:51,52.8084,17.1996,47.32,72,12,8.01,few clouds
334,Zhangye,CN,2021-10-28 23:15:52,38.9342,100.4517,40.98,41,0,7.14,clear sky
335,Anadyr,RU,2021-10-28 23:15:52,64.75,177.4833,-1.7,78,0,6.71,clear sky
336,Sitka,US,2021-10-28 23:15:53,57.0531,-135.33,42.69,75,75,8.05,light rain
337,Mantua,IT,2021-10-28 23:15:53,45.1667,10.7833,51.69,89,26,1.01,scattered clouds
338,Scarborough,GB,2021-10-28 23:15:00,54.2797,-0.4044,55.9,85,100,3.0,overcast clouds
339,Zharkent,KZ,2021-10-28 23:15:53,44.1628,80.0,47.39,52,19,2.95,few clouds
340,Dolni Dabnik,BG,2021-10-28 23:15:54,43.4,24.4333,47.08,72,25,3.65,scattered clouds
341,Muros,ES,2021-10-28 23:14:58,42.7762,-9.0603,61.3,94,98,12.8,overcast clouds
342,Brae,GB,2021-10-28 23:15:54,60.3964,-1.353,49.91,91,100,7.49,overcast clouds
343,Aurich,DE,2021-10-28 23:15:55,53.4667,7.4833,50.94,87,22,1.99,few clouds
344,Hohhot,CN,2021-10-28 23:15:55,40.8106,111.6522,32.29,74,40,4.47,scattered clouds
345,Xudat,AZ,2021-10-28 23:15:56,41.631,48.681,49.19,72,0,3.98,clear sky
346,Praia Da Vitoria,PT,2021-10-28 23:15:56,38.7333,-27.0667,69.76,94,75,24.7,broken clouds
347,Kushmurun,KZ,2021-10-28 23:12:28,52.4503,64.6311,37.31,67,82,15.5,broken clouds
348,Alofi,NU,2021-10-28 23:15:56,-19.0595,-169.9187,82.29,61,75,16.11,light rain
349,Ternate,ID,2021-10-28 23:15:57,0.8,127.4,81.64,78,94,4.38,overcast clouds
350,Tazovskiy,RU,2021-10-28 23:15:57,67.4667,78.7,15.46,93,100,20.51,light snow
351,Ouadda,CF,2021-10-28 23:15:58,8.0777,22.4007,70.75,83,98,2.19,overcast clouds
352,Kharitonovo,RU,2021-10-28 23:15:58,61.4009,47.4978,22.08,91,11,5.48,few clouds
353,Vostok,RU,2021-10-28 23:11:47,46.4856,135.8833,33.87,82,2,2.86,clear sky
354,Lerik,AZ,2021-10-28 23:15:59,38.7726,48.4128,29.84,58,1,1.92,clear sky
355,Ahipara,NZ,2021-10-28 23:15:59,-35.1667,173.1667,64.11,71,6,11.83,clear sky
356,Apatity,RU,2021-10-28 23:16:00,67.5641,33.4031,28.63,95,100,10.0,light snow
357,Kalmunai,LK,2021-10-28 23:16:00,7.4167,81.8167,77.68,87,97,4.76,heavy intensity rain
358,Starobachaty,RU,2021-10-28 23:16:01,54.2425,86.2072,30.85,62,100,9.64,overcast clouds
359,Razole,IN,2021-10-28 23:16:01,16.4833,81.8333,76.08,91,100,6.67,overcast clouds
360,Shahganj,IN,2021-10-28 23:16:02,26.05,82.6833,65.79,61,0,3.8,clear sky
361,Arauca,CO,2021-10-28 23:16:03,7.0847,-70.7591,73.49,95,51,1.95,broken clouds
362,Vestmannaeyjar,IS,2021-10-28 23:16:03,63.4427,-20.2734,43.0,81,89,9.44,overcast clouds
363,Ust-Tsilma,RU,2021-10-28 23:16:04,65.441,52.1498,16.77,89,14,6.8,few clouds
364,Sehithwa,BW,2021-10-28 23:11:15,-20.4667,22.7167,73.18,61,46,5.03,scattered clouds
365,Kahului,US,2021-10-28 23:14:47,20.8947,-156.47,86.02,68,40,24.16,scattered clouds
366,Kouango,CF,2021-10-28 23:11:17,4.9934,19.9619,72.37,97,100,1.21,moderate rain
367,Cabinda,AO,2021-10-28 23:16:04,-5.55,12.2,76.12,84,43,6.2,light rain
368,Lazaro Cardenas,MX,2021-10-28 23:16:05,17.9583,-102.2,82.83,72,3,4.61,clear sky
369,Pokhara,NP,2021-10-28 23:14:27,28.2333,83.9833,59.67,58,0,6.33,clear sky
370,Phangnga,TH,2021-10-28 23:16:05,8.4509,98.5298,78.84,95,100,4.03,overcast clouds
371,Pingliang,CN,2021-10-28 23:16:06,35.5392,106.6861,47.86,56,100,2.82,overcast clouds
372,Tairua,NZ,2021-10-28 23:16:06,-37.0167,175.85,67.14,65,27,6.35,scattered clouds
373,Meulaboh,ID,2021-10-28 23:16:06,4.1363,96.1285,77.99,87,90,3.91,overcast clouds
374,Yazman,PK,2021-10-28 23:16:07,29.1212,71.7446,73.98,23,1,6.11,clear sky
375,Talaya,RU,2021-10-28 23:16:07,61.3833,152.75,4.24,94,47,3.15,scattered clouds
376,Nortelandia,BR,2021-10-28 23:16:08,-14.4547,-56.8028,83.14,57,81,4.27,broken clouds
377,Abu Samrah,SY,2021-10-28 23:16:08,35.3029,37.1841,62.91,55,99,7.67,overcast clouds
378,Kitimat,CA,2021-10-28 23:16:08,54.0524,-128.6534,44.98,46,100,0.94,overcast clouds
379,Olavarria,AR,2021-10-28 23:13:32,-36.8927,-60.3225,76.55,56,86,12.08,overcast clouds
380,Xingyi,CN,2021-10-28 23:16:09,24.1877,102.817,57.36,98,100,3.2,overcast clouds
381,Marathon,US,2021-10-28 23:16:09,44.9,-89.7668,53.13,82,90,1.01,light rain
382,Paracuru,BR,2021-10-28 23:16:09,-3.41,-39.0306,82.42,77,7,12.53,clear sky
383,Imbituba,BR,2021-10-28 23:13:46,-28.24,-48.6703,69.69,82,68,4.92,broken clouds
384,Aripuana,BR,2021-10-28 23:16:10,-9.1667,-60.6333,73.33,98,96,2.1,overcast clouds
385,Langsa,ID,2021-10-28 23:16:10,4.4683,97.9683,74.5,97,100,2.68,moderate rain
386,Estelle,US,2021-10-28 23:16:10,29.8458,-90.1067,69.01,50,75,16.11,broken clouds
387,Kutum,SD,2021-10-28 23:16:11,14.2,24.6667,71.78,15,9,10.83,clear sky
388,Leh,IN,2021-10-28 23:16:11,34.1667,77.5833,24.13,57,0,1.99,clear sky
389,Fengcheng,CN,2021-10-28 23:16:11,40.4536,124.0717,45.34,60,100,1.99,overcast clouds
390,Male,MV,2021-10-28 23:16:12,4.1748,73.5089,81.16,78,76,9.22,broken clouds
391,Pyapon,MM,2021-10-28 23:16:12,16.2833,95.6833,74.98,95,59,6.42,broken clouds
392,Bosaso,SO,2021-10-28 23:16:13,11.2842,49.1816,78.89,55,0,4.99,clear sky
393,Quatre Cocos,MU,2021-10-28 23:16:13,-20.2078,57.7625,73.09,78,5,11.52,clear sky
394,Mahajanga,MG,2021-10-28 23:16:13,-15.7167,46.3167,75.22,73,20,5.75,few clouds
395,Kalangala,UG,2021-10-28 23:16:14,-0.3089,32.225,74.5,64,80,2.77,broken clouds
396,Nova Vicosa,BR,2021-10-28 23:16:14,-17.8919,-39.3719,75.25,71,4,9.46,clear sky
397,Klaksvik,FO,2021-10-28 23:16:14,62.2266,-6.589,49.12,88,69,25.05,broken clouds
398,Esil,KZ,2021-10-28 23:16:15,51.9556,66.4042,34.65,55,81,15.97,broken clouds
399,Yanam,IN,2021-10-28 23:16:15,16.7333,82.2167,78.58,84,100,9.04,overcast clouds
400,Ambilobe,MG,2021-10-28 23:16:15,-13.2,49.05,73.06,91,66,1.19,light rain
401,Damara,CF,2021-10-28 23:16:16,4.9608,18.7035,71.35,96,75,0.56,light rain
402,Rolla,US,2021-10-28 23:16:16,37.9514,-91.7713,49.51,96,90,5.01,mist
403,Auki,SB,2021-10-28 23:16:16,-8.7676,160.7034,87.06,62,13,3.71,few clouds
404,Sorland,NO,2021-10-28 23:16:17,67.667,12.6934,48.0,86,100,25.68,overcast clouds
405,Selizharovo,RU,2021-10-28 23:16:17,56.8519,33.4487,40.08,88,100,6.29,overcast clouds
406,Vardo,NO,2021-10-28 23:16:18,70.3705,31.1107,33.76,96,100,23.38,light rain
407,Mbanza-Ngungu,CD,2021-10-28 23:16:18,-5.25,14.8667,69.85,87,27,2.8,light rain
408,Mizdah,LY,2021-10-28 23:16:18,31.4451,12.9801,61.45,54,100,7.05,overcast clouds
409,Pilani,IN,2021-10-28 23:16:19,28.3684,75.6041,69.1,34,0,2.91,clear sky
410,Afsin,TR,2021-10-28 23:16:19,38.2477,36.914,47.71,74,97,2.66,overcast clouds
411,Westport,US,2021-10-28 23:13:37,41.1415,-73.3579,55.74,82,75,3.0,broken clouds
412,Opuwo,NA,2021-10-28 23:16:19,-18.0607,13.84,72.18,35,49,3.11,scattered clouds
413,Chihuahua,MX,2021-10-28 23:11:33,28.5,-106.0,70.63,14,0,4.65,clear sky
414,Plyussa,RU,2021-10-28 23:16:20,58.4308,29.3654,51.73,96,100,9.71,overcast clouds
415,Tsalenjikha,GE,2021-10-28 23:16:20,42.6044,42.0682,50.22,75,38,3.96,scattered clouds
416,Saint George,US,2021-10-28 23:15:28,37.1041,-113.5841,79.27,30,1,4.0,clear sky
417,Los Llanos De Aridane,ES,2021-10-28 23:16:21,28.6585,-17.9182,65.95,78,40,4.0,scattered clouds
418,Bilma,NE,2021-10-28 23:16:21,18.6853,12.9164,80.38,17,47,4.52,scattered clouds
419,Wum,CM,2021-10-28 23:16:21,6.3833,10.0667,64.71,94,38,2.75,scattered clouds
420,Nome,US,2021-10-28 23:16:22,64.5011,-165.4064,24.87,68,90,6.91,overcast clouds
421,Keffi,NG,2021-10-28 23:16:22,8.8486,7.8736,75.7,86,73,0.49,broken clouds
422,Arvin,US,2021-10-28 23:16:22,35.2091,-118.8284,88.66,40,0,3.94,clear sky
423,Kugulta,RU,2021-10-28 23:16:23,45.3636,42.3889,39.29,66,93,7.56,overcast clouds
424,Atar,MR,2021-10-28 23:16:23,20.5169,-13.0499,80.1,40,93,3.49,overcast clouds
425,Pangai,TO,2021-10-28 23:16:23,-19.8,-174.35,80.71,57,20,12.66,few clouds
426,Narok,KE,2021-10-28 23:16:24,-1.0783,35.8601,58.1,71,74,4.65,broken clouds
427,Miri,MY,2021-10-28 23:16:24,4.4148,114.0089,75.34,100,40,3.44,light rain
428,Shebalino,RU,2021-10-28 23:16:24,51.2917,85.6772,28.87,94,16,6.42,few clouds
429,Port Blair,IN,2021-10-28 23:12:15,11.6667,92.75,80.56,81,36,9.26,scattered clouds
430,Ewa Beach,US,2021-10-28 23:12:54,21.3156,-158.0072,83.7,62,75,8.99,broken clouds
431,Puerto Escondido,MX,2021-10-28 23:16:25,15.85,-97.0667,86.83,58,40,6.91,scattered clouds
432,Bundaberg,AU,2021-10-28 23:16:25,-24.85,152.35,82.69,57,40,11.5,scattered clouds
433,Natal,BR,2021-10-28 23:16:26,-5.795,-35.2094,80.82,74,0,12.66,clear sky
434,Kasongo-Lunda,CD,2021-10-28 23:16:26,-6.4667,16.8167,71.4,92,100,1.16,light rain
435,Dakoro,NE,2021-10-28 23:16:26,14.5106,6.765,87.19,11,98,7.72,overcast clouds
436,Douglas,US,2021-10-28 23:16:27,41.3,-96.167,57.15,76,90,3.0,overcast clouds
437,Mogadishu,SO,2021-10-28 23:16:27,2.0371,45.3438,79.05,75,74,7.49,broken clouds
438,South Venice,US,2021-10-28 23:16:27,27.0531,-82.4243,80.98,75,100,16.11,haze
439,Bangsund,NO,2021-10-28 23:16:28,64.3968,11.3949,50.92,92,100,3.6,overcast clouds
440,Izhma,RU,2021-10-28 23:16:28,65.0083,53.9113,18.19,86,56,10.83,broken clouds
441,Buenos Aires,AR,2021-10-28 23:14:39,-34.6132,-58.3772,83.03,66,0,14.97,clear sky
442,Acarau,BR,2021-10-28 23:16:29,-2.8856,-40.12,80.31,79,22,15.82,few clouds
443,Bam,IR,2021-10-28 23:16:29,29.106,58.357,62.85,28,15,2.33,few clouds
444,Steamboat Springs,US,2021-10-28 23:11:58,40.485,-106.8317,49.71,65,90,5.75,overcast clouds
445,Seoul,KR,2021-10-28 23:16:30,37.5683,126.9778,53.04,81,0,2.3,clear sky
446,Baghdad,IQ,2021-10-28 23:16:30,33.3406,44.4009,78.71,29,0,12.66,clear sky
447,Brunico,IT,2021-10-28 23:16:30,46.7958,11.9364,50.07,63,59,2.77,broken clouds
448,Monteagudo,BO,2021-10-28 23:16:31,-19.8167,-63.9833,87.58,46,33,3.51,scattered clouds
449,Flinders,AU,2021-10-28 23:16:31,-34.5833,150.8552,83.05,49,60,8.01,broken clouds
450,Santa Cruz,BO,2021-10-28 23:12:49,-17.8,-63.1667,80.1,63,32,6.91,scattered clouds
451,Port Lincoln,AU,2021-10-28 23:16:31,-34.7333,135.8667,56.79,60,64,16.64,broken clouds
452,Maningrida,AU,2021-10-28 23:16:32,-12.0667,134.2667,86.85,59,84,5.55,broken clouds
453,Ducheng,CN,2021-10-28 23:16:32,23.2373,111.5317,67.82,84,69,1.43,broken clouds
454,Udachnyy,RU,2021-10-28 23:16:32,66.4167,112.4,6.91,92,100,18.84,overcast clouds
455,Uvinza,TZ,2021-10-28 23:16:33,-5.1036,30.3911,69.98,64,81,2.42,broken clouds
456,Alta Floresta,BR,2021-10-28 23:16:33,-9.8756,-56.0861,74.37,80,57,3.49,broken clouds
457,Boyolangu,ID,2021-10-28 23:16:33,-8.1181,111.8935,77.5,90,100,1.66,moderate rain
458,Dire Dawa,ET,2021-10-28 23:16:34,9.5931,41.8661,65.95,32,2,3.04,clear sky
459,Zhuzhou,CN,2021-10-28 23:16:34,27.8333,113.15,62.73,90,100,2.93,light rain
460,Pachino,IT,2021-10-28 23:16:34,36.7186,15.0907,60.84,90,100,31.63,moderate rain
461,Misratah,LY,2021-10-28 23:16:35,32.3754,15.0925,69.35,68,13,16.51,few clouds
462,Ngunguru,NZ,2021-10-28 23:16:35,-35.6167,174.5,72.16,58,6,6.24,clear sky
463,Shenjiamen,CN,2021-10-28 23:16:35,29.9576,122.298,64.87,63,25,8.05,scattered clouds
464,Byron Bay,AU,2021-10-28 23:14:30,-28.65,153.6167,80.71,76,100,8.28,overcast clouds
465,North Myrtle Beach,US,2021-10-28 23:16:36,33.816,-78.68,71.1,83,90,13.0,overcast clouds
466,Abaza,RU,2021-10-28 23:16:36,52.655,90.0928,26.1,93,18,3.69,few clouds
467,Beloha,MG,2021-10-28 23:16:36,-25.1667,45.05,62.37,68,38,13.09,scattered clouds
468,Issaquah,US,2021-10-28 23:16:37,47.5301,-122.0326,64.15,94,90,4.0,mist
469,Miyang,CN,2021-10-28 23:16:37,24.4042,103.4428,60.24,98,97,3.49,overcast clouds
470,Raudeberg,NO,2021-10-28 23:16:38,61.9875,5.1352,53.2,94,100,10.0,light rain
471,Pensilvania,US,2021-10-28 23:12:54,40.2724,-76.9057,61.63,78,75,4.0,broken clouds
472,Buarcos,PT,2021-10-28 23:16:38,40.166,-8.8768,64.67,96,100,18.95,light rain
473,Touros,BR,2021-10-28 23:16:38,-5.1989,-35.4608,79.7,73,50,17.92,scattered clouds
474,Richards Bay,ZA,2021-10-28 23:16:03,-28.783,32.0377,65.98,73,86,14.07,overcast clouds
475,Bidar,IN,2021-10-28 23:16:39,17.9,77.55,64.74,69,96,7.72,overcast clouds
476,Skjervoy,NO,2021-10-28 23:16:40,70.0311,20.9714,43.79,81,100,10.0,overcast clouds
477,Santa Isabel Do Rio Negro,BR,2021-10-28 23:16:40,-0.4139,-65.0192,74.84,86,87,3.29,overcast clouds
478,Marsh Harbour,BS,2021-10-28 23:16:40,26.5412,-77.0636,81.95,78,90,14.0,overcast clouds
479,Ndago,TZ,2021-10-28 23:16:40,-4.6,34.35,70.41,41,71,11.7,broken clouds
480,Baraboo,US,2021-10-28 23:16:41,43.4711,-89.7443,51.94,92,75,1.99,moderate rain
481,Bima,ID,2021-10-28 23:16:41,-8.4667,118.7167,82.42,76,64,2.35,broken clouds
482,Iwanai,JP,2021-10-28 23:16:42,42.9744,140.5089,49.17,84,89,6.69,overcast clouds
483,Talnakh,RU,2021-10-28 23:16:42,69.4865,88.3972,-7.13,93,95,9.57,overcast clouds
484,Vredendal,ZA,2021-10-28 23:16:42,-31.6683,18.5012,60.62,74,0,5.35,clear sky
485,Neuquen,AR,2021-10-28 23:16:43,-38.9516,-68.0591,82.29,47,20,0.0,few clouds
486,Atbasar,KZ,2021-10-28 23:16:43,51.8,68.3333,32.99,49,91,15.08,overcast clouds
487,Petrivka,UA,2021-10-28 23:16:43,46.9695,30.9591,41.45,73,14,5.86,few clouds
488,Riviere-Au-Renard,CA,2021-10-28 23:16:44,48.9957,-64.3971,44.6,71,15,6.87,few clouds
489,Zhanaozen,KZ,2021-10-28 23:16:44,43.3,52.8,41.63,50,1,12.24,clear sky
490,Batagay-Alyta,RU,2021-10-28 23:16:44,67.8006,130.4114,6.03,92,100,1.39,light snow
491,Lorengau,PG,2021-10-28 23:16:45,-2.0226,147.2712,84.85,69,79,6.4,broken clouds
492,Waitara,NZ,2021-10-28 23:16:45,-38.925,174.25,62.01,86,63,7.9,broken clouds
493,Atambua,ID,2021-10-28 23:16:45,-9.1061,124.8925,80.31,72,99,1.88,overcast clouds
494,Ornskoldsvik,SE,2021-10-28 23:16:46,63.2909,18.7153,41.95,100,75,4.61,fog
495,Ugoofaaru,MV,2021-10-28 23:16:46,5.6667,73.0,80.98,79,90,10.98,overcast clouds
496,Taksimo,RU,2021-10-28 23:16:46,56.3444,114.8794,21.16,74,80,1.83,broken clouds
497,Almeirim,BR,2021-10-28 23:16:47,-1.5233,-52.5817,80.26,68,29,2.55,scattered clouds
498,Pilar,BR,2021-10-28 23:16:47,-9.5972,-35.9567,80.53,90,95,4.36,overcast clouds
499,Iquique,CL,2021-10-28 23:14:01,-20.2208,-70.1431,62.64,75,61,3.04,broken clouds
500,Primero De Enero,CU,2021-10-28 23:16:48,21.9469,-78.4283,84.06,83,100,7.05,overcast clouds
501,Irbeyskoye,RU,2021-10-28 23:16:48,55.6428,95.4522,24.12,61,31,3.89,scattered clouds
502,Ulladulla,AU,2021-10-28 23:16:48,-35.35,150.4667,82.87,41,10,12.53,clear sky
503,Camacha,PT,2021-10-28 23:16:49,33.0833,-16.3333,67.42,78,20,10.36,few clouds
504,Emba,KZ,2021-10-28 23:16:49,48.8264,58.1442,32.36,54,86,8.12,overcast clouds
505,Willmar,US,2021-10-28 23:16:49,45.1219,-95.0433,51.87,76,40,8.05,scattered clouds
506,Fort Saint James,CA,2021-10-28 23:16:50,54.4333,-124.25,40.84,62,100,2.46,overcast clouds
507,Den Helder,NL,2021-10-28 23:14:53,52.9599,4.7593,53.98,84,0,13.0,clear sky
508,Gafanha Da Encarnacao,PT,2021-10-28 23:16:50,40.6181,-8.733,62.89,56,100,17.83,overcast clouds
509,Ust-Maya,RU,2021-10-28 23:16:51,60.4167,134.5333,22.03,95,100,4.14,overcast clouds
510,Manta,EC,2021-10-28 23:16:51,-0.95,-80.7333,76.78,73,40,17.27,scattered clouds
511,Boddam,GB,2021-10-28 23:16:51,57.4667,-1.7833,52.12,94,100,12.77,overcast clouds
512,Saint-Paul,RE,2021-10-28 23:12:52,-21.0096,55.2707,75.31,99,7,1.01,light rain
513,Laela,TZ,2021-10-28 23:16:52,-8.5667,32.05,64.26,62,27,3.13,scattered clouds
514,Oriximina,BR,2021-10-28 23:16:52,-1.7656,-55.8661,82.4,62,30,2.17,scattered clouds
515,San Ramon,US,2021-10-28 23:16:53,37.7799,-121.978,79.21,52,1,1.99,clear sky
516,Padang,ID,2021-10-28 23:12:54,-0.9492,100.3543,78.21,79,100,3.91,overcast clouds
517,Oranjemund,NA,2021-10-28 23:16:53,-28.55,16.4333,58.98,81,0,6.89,clear sky
518,Lardos,GR,2021-10-28 23:16:53,36.0942,28.0157,64.22,64,0,3.62,clear sky
519,Kondinskoye,RU,2021-10-28 23:16:54,59.6481,67.41,34.29,91,100,14.67,overcast clouds
520,High Level,CA,2021-10-28 23:16:54,58.5169,-117.136,44.71,45,75,4.61,broken clouds
521,Isfana,KG,2021-10-28 23:16:54,39.8386,69.5306,34.36,83,81,2.33,broken clouds
522,Balkanabat,TM,2021-10-28 23:16:55,39.5108,54.3671,49.32,54,0,5.48,clear sky
523,Kwinana,AU,2021-10-28 23:16:24,-32.25,115.7667,58.17,71,6,3.0,clear sky
524,San Jose De Buan,PH,2021-10-28 23:16:55,12.0529,125.0251,75.78,97,62,2.66,broken clouds
525,Bardiyah,LY,2021-10-28 23:16:56,31.7561,25.0865,70.45,82,78,8.12,broken clouds
526,Oskarshamn,SE,2021-10-28 23:16:56,57.2645,16.4484,50.81,91,13,8.84,few clouds
